student_profile_id,question_text,pre_or_post,transcription_human,transcription_ai,transcription_human_normalized,transcription_ai_normalized,levenshtein_distance,levenshtein_normalized,char_similarity,word_error_rate,exact_match,score_human_total,ai_score_total,score_diff,score_diff_abs,grader_name
28376,It's locked. I can open it.,pre,It's lock I an open it,It's locked i can open it,its lock i an open it,its locked i can open it,3.0,0.125,0.875,0.3333333333333333,False,8.0,9,1.0,1.0,rehma
28376,It's locked. I can open it.,pre,It's lock I an open it,It's locked i can open it,its lock i an open it,its locked i can open it,3.0,0.125,0.875,0.3333333333333333,False,10.0,9,-1.0,1.0,salman
28376,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw She this is a Faiz  She he loves a draw to build things,This is zara she loves to draw she she this is this is this is faiz she he loves draw she loves to draw she loves to she loves to draw build build things,this is zara she loves to draw she this is a faiz she he loves a draw to build things,this is zara she loves to draw she she this is this is this is faiz she he loves draw she loves to draw she loves to she loves to draw build build things,69.0,0.45098039215686275,0.5490196078431373,0.8,False,30.0,18,-12.0,12.0,salman
28376,Come on. We can do it together.,post,Come on we can do it to gather,Come on we can do it together,come on we can do it to gather,come on we can do it together,2.0,0.06666666666666667,0.9333333333333333,0.25,False,13.0,14,1.0,1.0,semal
28425,It's locked. I can open it.,pre,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,12.0,11,-1.0,1.0,anum
28425,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,30.0,15,-15.0,15.0,salman
28425,Come on. We can do it together.,post,come on we can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,11,-3.0,3.0,salman
28425,It's locked. I can open it.,post,It'sh rocked I can open it,It's i can open it,itsh rocked i can open it,its i can open it,8.0,0.32,0.6799999999999999,0.3333333333333333,False,9.0,9,0.0,0.0,rehma
28425,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,30.0,17,-13.0,13.0,salman
28431,Come on. We can do it together.,post,come on we can do it together,Come on come on we can do it it it together,come on we can do it together,come on come on we can do it it it together,14.0,0.32558139534883723,0.6744186046511628,0.5714285714285714,False,14.0,8,-6.0,6.0,salman
28431,It's locked. I can open it.,post,I can open it,I can open it,i can open it,i can open it,0.0,0.0,1.0,0.0,True,8.0,8,0.0,0.0,rehma
30544,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She love to draw This is Faiz He love to build things,This is zara she loves to draw this is faiz build things,this is zara she love to draw this is faiz he love to build things,this is zara she loves to draw this is faiz build things,12.0,0.18181818181818182,0.8181818181818181,0.26666666666666666,False,28.0,9,-19.0,19.0,anum
30544,It's locked. I can open it.,pre,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,12.0,9,-3.0,3.0,rehma
28389,Come on. We can do it together.,pre,Come onnnn We can do it to gaather,Come on we can do it together,come onnnn we can do it to gaather,come on we can do it together,6.0,0.17647058823529413,0.8235294117647058,0.375,False,12.0,9,-3.0,3.0,rehma
28389,It's locked. I can open it.,pre,It's lock I can open e,It's locked i can open it,its lock i can open e,its locked i can open it,4.0,0.16666666666666666,0.8333333333333334,0.3333333333333333,False,9.0,12,3.0,3.0,rehma
28389,Come on. We can do it together.,post,Come on we can do eat to gather,Come on we can do it together,come on we can do eat to gather,come on we can do it together,4.0,0.12903225806451613,0.8709677419354839,0.375,False,12.0,10,-2.0,2.0,semal
30693,Come on. We can do it together.,pre,come on to we can do it gether,Come on do,come on to we can do it gether,come on do,20.0,0.6666666666666666,0.33333333333333337,0.625,False,13.0,1,-12.0,12.0,salman
30693,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,,This is zara she loves,,this is zara she loves,,,,,False,0.0,8,8.0,8.0,ali
30693,Come on. We can do it together.,post,,,,,,,,,False,0.0,0,0.0,0.0,semal
30693,It's locked. I can open it.,post,-,,,,,,,,False,0.0,0,0.0,0.0,rehma
28345,It's locked. I can open it.,pre,Locked I can aupen it,Locked i can open,locked i can aupen it,locked i can open,5.0,0.23809523809523808,0.7619047619047619,0.4,False,7.0,6,-1.0,1.0,anum
28345,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,30.0,21,-9.0,9.0,ali
28345,It's locked. I can open it.,post,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,12.0,12,0.0,0.0,rehma
28446,Come on. We can do it together.,pre,Come on We can do it to gather,Come on we can do it together,come on we can do it to gather,come on we can do it together,2.0,0.06666666666666667,0.9333333333333333,0.25,False,13.0,14,1.0,1.0,rehma
28446,It's locked. I can open it.,pre,It's lock I can open it,It's locked i can open it,its lock i can open it,its locked i can open it,2.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,False,10.0,12,2.0,2.0,rehma
28446,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves he loves loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves he loves loves to build things,15.0,0.18072289156626506,0.8192771084337349,0.2,False,30.0,19,-11.0,11.0,ali
28446,It's locked. I can open it.,post,It's locked I can opan it,It's locked i can open it,its locked i can opan it,its locked i can open it,1.0,0.041666666666666664,0.9583333333333334,0.16666666666666666,False,11.0,12,1.0,1.0,anum
28362,It's locked. I can open it.,pre,It's locked I can apen it,It's locked i can open it,its locked i can apen it,its locked i can open it,1.0,0.041666666666666664,0.9583333333333334,0.16666666666666666,False,11.0,12,1.0,1.0,rehma
28362,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draaa This is Faaiz He loves to bluid (build) things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draaa this is faaiz he loves to bluid build things,this is zara she loves to draw this is faiz he loves to build things,9.0,0.11842105263157894,0.881578947368421,0.1875,False,27.0,22,-5.0,5.0,anum
28362,Come on. We can do it together.,post,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,11,-3.0,3.0,ali
28362,It's locked. I can open it.,post,It's looked I can aupen it,It's locked i can open it,its looked i can aupen it,its locked i can open it,3.0,0.12,0.88,0.3333333333333333,False,10.0,11,1.0,1.0,anum
28362,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to buld build things,This is zara she loves to draw this is he loves to build things,this is zara she loves to draw this is faiz he loves to buld build things,this is zara she loves to draw this is he loves to build things,10.0,0.136986301369863,0.863013698630137,0.125,False,30.0,15,-15.0,15.0,anum
28470,It's locked. I can open it.,pre,It's loooock I can open it,It's locked i can open it,its loooock i can open it,its locked i can open it,5.0,0.2,0.8,0.16666666666666666,False,10.0,9,-1.0,1.0,rehma
28470,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She love to draw This is Faiz He loves to some build thing,This is zara she loves to draw this is faiz he loves to build build things,this is zara she love to draw this is faiz he loves to some build thing,this is zara she loves to draw this is faiz he loves to build build things,7.0,0.0945945945945946,0.9054054054054054,0.1875,False,27.0,17,-10.0,10.0,ali
28470,Come on. We can do it together.,post,Come on We can do it too geh geder,Come on we can do it do,come on we can do it too geh geder,come on we can do it do,12.0,0.35294117647058826,0.6470588235294117,0.3333333333333333,False,12.0,11,-1.0,1.0,anum
28470,It's locked. I can open it.,post,It's lock I can open it,It's locked i can open it,its lock i can open it,its locked i can open it,2.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,False,12.0,11,-1.0,1.0,anum
28498,It's locked. I can open it.,pre,It's looked I can,It's locked i can,its looked i can,its locked i can,1.0,0.0625,0.9375,0.25,False,6.0,7,1.0,1.0,salman
28498,Come on. We can do it together.,post,Come on we can do it to get,Come on we can do it together,come on we can do it to get,come on we can do it together,4.0,0.13793103448275862,0.8620689655172413,0.25,False,12.0,11,-1.0,1.0,semal
28498,It's locked. I can open it.,post,It's locked I can open,It's locked i can open,its locked i can open,its locked i can open,0.0,0.0,1.0,0.0,True,10.0,9,-1.0,1.0,rehma
28421,Come on. We can do it together.,pre,come on we can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,10,-4.0,4.0,salman
28421,It's locked. I can open it.,pre,It's loooocked I can open,It's locked i can open it,its loooocked i can open,its locked i can open it,6.0,0.25,0.75,0.4,False,9.0,11,2.0,2.0,rehma
28421,Come on. We can do it together.,post,Come on We can do it to gaather,Come on we can do it together,come on we can do it to gaather,come on we can do it together,3.0,0.0967741935483871,0.9032258064516129,0.25,False,13.0,13,0.0,0.0,rehma
28421,It's locked. I can open it.,post,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,11.0,11,0.0,0.0,ali
28421,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is build things,17.0,0.25,0.75,0.26666666666666666,False,30.0,14,-16.0,16.0,anum
30482,Come on. We can do it together.,pre,Come on we cant do eat together,Come on we can do do it together,come on we cant do eat together,come on we can do do it together,5.0,0.15625,0.84375,0.42857142857142855,False,12.0,6,-6.0,6.0,semal
30482,It's locked. I can open it.,pre,Isss lockkkkk I can open it,It's locked i can open it,isss lockkkkk i can open it,its locked i can open it,6.0,0.2222222222222222,0.7777777777777778,0.3333333333333333,False,8.0,9,1.0,1.0,rehma
30482,It's locked. I can open it.,pre,It's lock I can open it,It's locked i can open it,its lock i can open it,its locked i can open it,2.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,False,11.0,9,-2.0,2.0,salman
30482,Come on. We can do it together.,post,Come on We can do it  together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,12,-2.0,2.0,anum
30482,It's locked. I can open it.,post,It's look I can open it,It's locked i can open,its look i can open it,its locked i can open,6.0,0.2727272727272727,0.7272727272727273,0.3333333333333333,False,11.0,8,-3.0,3.0,salman
28432,It's locked. I can open it.,pre,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,12.0,12,0.0,0.0,rehma
28432,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiza Faiz He loves to build things,This is zara she loves to draw this is faiz zara faiz he loves to build things,this is zara she loves to draw this is faiza faiz he loves to build things,this is zara she loves to draw this is faiz zara faiz he loves to build things,4.0,0.05128205128205128,0.9487179487179487,0.125,False,29.0,21,-8.0,8.0,ali
28432,It's locked. I can open it.,post,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,12.0,10,-2.0,2.0,rehma
28432,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,30.0,21,-9.0,9.0,salman
28466,Come on. We can do it together.,pre,On We can do it togather,Come on we can do it together,on we can do it togather,come on we can do it together,6.0,0.20689655172413793,0.7931034482758621,0.3333333333333333,False,11.0,9,-2.0,2.0,anum
28466,It's locked. I can open it.,post,It's locked I can open,It's locked i can open,its locked i can open,its locked i can open,0.0,0.0,1.0,0.0,True,10.0,9,-1.0,1.0,rehma
28375,It's locked. I can open it.,pre,-,It's locked i can,,its locked i can,16.0,1.0,0.0,1.0,False,0.0,6,6.0,6.0,rehma
28375,Come on. We can do it together.,post,Come on we can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,11,-3.0,3.0,salman
28375,It's locked. I can open it.,post,It is a loocked I can open it,It it's locked i can open it,it is a loocked i can open it,it its locked i can open it,4.0,0.13793103448275862,0.8620689655172413,0.375,False,10.0,10,0.0,0.0,anum
30506,It's locked. I can open it.,pre,It's lock I can open it,It's locked i can open it,its lock i can open it,its locked i can open it,2.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,False,10.0,11,1.0,1.0,rehma
30506,It's locked. I can open it.,post,Look I can open it,It's locked i can open it,look i can open it,its locked i can open it,7.0,0.2916666666666667,0.7083333333333333,0.4,False,8.0,11,3.0,3.0,rehma
28519,Come on. We can do it together.,pre,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,13,-1.0,1.0,rehma
28519,It's locked. I can open it.,pre,Its lock duh we khan open it,Locked can open it,its lock duh we khan open it,locked can open it,12.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,False,8.0,7,-1.0,1.0,semal
28519,It's locked. I can open it.,post,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,12.0,10,-2.0,2.0,rehma
28359,It's locked. I can open it.,pre,It's lock locked I can open it,It's locked locked i can open it,its lock locked i can open it,its locked locked i can open it,2.0,0.06451612903225806,0.935483870967742,0.14285714285714285,False,12.0,11,-1.0,1.0,salman
28359,Come on. We can do it together.,post,Can on we can,Can on we can,can on we can,can on we can,0.0,0.0,1.0,0.0,True,5.0,4,-1.0,1.0,ali
28359,It's locked. I can open it.,post,It's lokid I caaan o opin it,It's it's locked it i can open open open,its lokid i caaan o opin it,its its locked it i can open open open,18.0,0.47368421052631576,0.5263157894736843,1.0,False,7.0,8,1.0,1.0,rehma
28364,Come on. We can do it together.,pre,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,13,-1.0,1.0,rehma
28364,It's locked. I can open it.,pre,It's locked I an open it,It's locked i can open it,its locked i an open it,its locked i can open it,1.0,0.041666666666666664,0.9583333333333334,0.16666666666666666,False,10.0,10,0.0,0.0,rehma
28364,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,30.0,20,-10.0,10.0,ali
28382,Come on. We can do it together.,pre,Come on we can to eat together,Come on we can do it together,come on we can to eat together,come on we can do it together,3.0,0.1,0.9,0.2857142857142857,False,10.0,13,3.0,3.0,semal
28382,It's locked. I can open it.,pre,Is flock i can openly,It's locked i can open it,is flock i can openly,its locked i can open it,7.0,0.2916666666666667,0.7083333333333333,0.8,False,4.0,11,7.0,7.0,semal
28382,Come on. We can do it together.,post,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,14,0.0,0.0,rehma
28382,It's locked. I can open it.,post,It lock I can open it,It's locked i can open it,it lock i can open it,its locked i can open it,3.0,0.125,0.875,0.3333333333333333,False,10.0,11,1.0,1.0,anum
28382,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She love to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she love to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,1.0,0.014705882352941176,0.9852941176470589,0.06666666666666667,False,29.0,20,-9.0,9.0,ali
30822,Come on. We can do it together.,pre,Come on E can do it to gather,Come on we can do it together,come on e can do it to gather,come on we can do it together,3.0,0.10344827586206896,0.896551724137931,0.375,False,12.0,12,0.0,0.0,rehma
30822,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zarra She love to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zarra she love to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,2.0,0.029411764705882353,0.9705882352941176,0.13333333333333333,False,0.0,20,20.0,20.0,anum
30822,Come on. We can do it together.,post,Come on We can do it  together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,0.0,14,14.0,14.0,anum
30822,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,30.0,21,-9.0,9.0,salman
30822,It's locked. I can open it.,post,Its locked i can awpen it,It's locked i can open it,its locked i can awpen it,its locked i can open it,2.0,0.08,0.92,0.16666666666666666,False,0.0,11,11.0,11.0,semal
28401,Come on. We can do it together.,pre,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,11,-3.0,3.0,rehma
28401,It's locked. I can open it.,pre,Its lowked i can open it,It's locked i can open it,its lowked i can open it,its locked i can open it,1.0,0.041666666666666664,0.9583333333333334,0.16666666666666666,False,11.0,11,0.0,0.0,semal
31192,It's locked. I can open it.,pre,Is lock I can awpen ick,It's locked i can open it,is lock i can awpen ick,its locked i can open it,7.0,0.2916666666666667,0.7083333333333333,0.6666666666666666,False,5.0,11,6.0,6.0,semal
31192,Come on. We can do it together.,post,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,14,0.0,0.0,rehma
30626,Come on. We can do it together.,pre,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,14,0.0,0.0,rehma
30626,Come on. We can do it together.,post,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,13,-1.0,1.0,rehma
30626,It's locked. I can open it.,post,Its locked i can open eat,It's locked i can open it,its locked i can open eat,its locked i can open it,2.0,0.08,0.92,0.16666666666666666,False,11.0,11,0.0,0.0,semal
30626,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He love to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he love to build things,this is zara she loves to draw this is faiz he loves to build things,1.0,0.014705882352941176,0.9852941176470589,0.06666666666666667,False,27.0,17,-10.0,10.0,salman
28369,Come on. We can do it together.,pre,Come o,Come on,come o,come on,1.0,0.14285714285714285,0.8571428571428572,0.5,False,3.0,1,-2.0,2.0,rehma
28369,Come on. We can do it together.,post,Come on We can do it  together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,0.0,12,12.0,12.0,anum
28369,It's locked. I can open it.,post,Its lock i can open it,It's locked i can open it,its lock i can open it,its locked i can open it,2.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,False,0.0,12,12.0,12.0,semal
28448,It's locked. I can open it.,pre,It's lock I can open it,It's locked i can open it,its lock i can open it,its locked i can open it,2.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,False,11.0,11,0.0,0.0,salman
28448,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara He loves to draw draw This is Faiz He loves to build things,This is zara he loves to draw draw this is faiz he loves to build things,this is zara he loves to draw draw this is faiz he loves to build things,this is zara he loves to draw draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,28.0,18,-10.0,10.0,ali
28448,Come on. We can do it together.,post,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,13,-1.0,1.0,rehma
28448,It's locked. I can open it.,post,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,12.0,11,-1.0,1.0,salman
28448,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara He love to draw This is Faiz He love to build things,This is zara he loves to draw this is faiz he loves to build things,this is zara he love to draw this is faiz he love to build things,this is zara he loves to draw this is faiz he loves to build things,2.0,0.029850746268656716,0.9701492537313433,0.13333333333333333,False,26.0,19,-7.0,7.0,ali
30596,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He loves to build things,This is is zara she loves to draw build things,this is zara she loves to draw this is faiz he loves to build things,this is is zara she loves to draw build things,28.0,0.4117647058823529,0.5882352941176471,0.4666666666666667,False,26.0,15,-11.0,11.0,ali
30596,It's locked. I can open it.,post,It's lacked I can aupen it,It's locked i can open it,its lacked i can aupen it,its locked i can open it,3.0,0.12,0.88,0.3333333333333333,False,0.0,12,12.0,12.0,anum
30596,Come on. We can do it together.,post,Come aaaan We can do it togither,Come on we can do it it together,come aaaan we can do it togither,come on we can do it it together,8.0,0.25,0.75,0.42857142857142855,False,0.0,13,13.0,13.0,rehma
28469,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara He loves to draw This is Faiz He love to build thing,This is zara she loves to draw this is faiz he loves to build things,this is zara he loves to draw this is faiz he love to build thing,this is zara she loves to draw this is faiz he loves to build things,3.0,0.04411764705882353,0.9558823529411765,0.2,False,26.0,17,-9.0,9.0,ali
28469,Come on. We can do it together.,post,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,13,-1.0,1.0,rehma
28469,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draa This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draa this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,1.0,0.014705882352941176,0.9852941176470589,0.06666666666666667,False,29.0,20,-9.0,9.0,anum
28349,Come on. We can do it together.,pre,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,11,-3.0,3.0,rehma
28463,Come on. We can do it together.,post,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,11,-3.0,3.0,rehma
28463,It's locked. I can open it.,post,It look i can open it,It's locked i can open it,it look i can open it,its locked i can open it,4.0,0.16666666666666666,0.8333333333333334,0.3333333333333333,False,8.0,10,2.0,2.0,semal
28493,Come on. We can do it together.,post,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,14,0.0,0.0,rehma
28493,It's locked. I can open it.,post,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,12.0,12,0.0,0.0,ali
28493,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She love to draw This is Faiz He love to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she love to draw this is faiz he love to build things,this is zara she loves to draw this is faiz he loves to build things,2.0,0.029411764705882353,0.9705882352941176,0.13333333333333333,False,26.0,20,-6.0,6.0,ali
28429,Come on. We can do it together.,pre,Come on we can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,12,-2.0,2.0,salman
28429,It's locked. I can open it.,pre,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,12.0,12,0.0,0.0,ali
28429,Come on. We can do it together.,post,Come onnnnn We can do it to gatherrrr,Come on we can do it together,come onnnnn we can do it to gatherrrr,come on we can do it together,9.0,0.24324324324324326,0.7567567567567568,0.375,False,12.0,13,1.0,1.0,rehma
28429,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,30.0,20,-10.0,10.0,anum
28474,Come on. We can do it together.,pre,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,10,-4.0,4.0,rehma
28474,It's locked. I can open it.,pre,It's lockedd I can open it,It's locked i can open it,its lockedd i can open it,its locked i can open it,1.0,0.04,0.96,0.16666666666666666,False,11.0,11,0.0,0.0,anum
28474,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,0.0,21,21.0,21.0,anum
30695,Come on. We can do it together.,pre,Come on We can do it dogather,Come on come on together together,come on we can do it dogather,come on come on together together,13.0,0.3939393939393939,0.6060606060606061,0.7142857142857143,False,0.0,4,4.0,4.0,rehma
