audio_file_name,reference,current_transcription,priority,n_substitutions,n_deletions,n_insertions,substitution_details
grade1_profile28469_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Iz locked. I caan open it.,NEEDS RE-LISTEN,2,0,0,it's→iz (MISHEARING) | can→caan (PHONETIC)
grade1_profile30485_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Ees lock. I can open it.,NEEDS RE-LISTEN,2,0,0,it's→ees (MISHEARING) | locked→lock (PHONETIC)
grade1_profile28512_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Lock it. I can open it.,NEEDS RE-LISTEN,2,0,0,it's→lock (MISHEARING) | locked→it (MISHEARING)
grade1_profile28359_q2_QK_20251122_100724.mp3,It's locked. I can open it.,It's lockid. I can ooopin open e,NEEDS RE-LISTEN,2,0,1,locked→lockid (PHONETIC) | it→e (MISHEARING)
grade1_profile28432_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. Vi can do it together.,NEEDS RE-LISTEN,1,0,0,we→vi (MISHEARING)
grade1_profile28510_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on. Vi can do it together.,NEEDS RE-LISTEN,1,0,0,we→vi (MISHEARING)
grade1_profile28470_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Assalam O Alaikum Ma'am. Come on. We can twogather,NEEDS RE-LISTEN,1,2,4,do→twogather (MISHEARING)
grade1_profile30569_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Onnn. We can do it together.,NEEDS RE-LISTEN,1,1,0,come→onnn (MISHEARING)
grade1_profile28431_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come ooonn. Come on. Wee caannn dooo ittt twogether,PHONETIC FIX,5,0,2,we→wee (PHONETIC) | can→caannn (PHONETIC) | do→dooo (PHONETIC) | it→ittt (PHONETIC) | together→twogether (PHONETIC)
grade1_profile28470_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zaraa. She love to draw. Ths is Faiz. He love to some build thing,PHONETIC FIX,5,0,1,zara→zaraa (PHONETIC) | loves→love (PHONETIC) | this→ths (PHONETIC) | loves→love (PHONETIC) | things→thing (PHONETIC)
grade1_profile30490_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draaw. This is Faiza. Faiz. He love to builduh things.,PHONETIC FIX,4,0,1,loves→love (PHONETIC) | draw→draaw (PHONETIC) | loves→love (PHONETIC) | build→builduh (PHONETIC)
grade1_profile31293_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zaraa. She lauves to draw. This is Faiz. He love to bail bailduh things,PHONETIC FIX,4,0,1,zara→zaraa (PHONETIC) | loves→lauves (PHONETIC) | loves→love (PHONETIC) | build→bailduh (PHONETIC)
grade1_profile30496_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zaraaa. She loves to draw. This is Faaz. He love to build thing.,PHONETIC FIX,4,0,0,zara→zaraaa (PHONETIC) | faiz→faaz (PHONETIC) | loves→love (PHONETIC) | things→thing (PHONETIC)
grade1_profile30485_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Sara. She loves to dlaw. This is Faiza. He loves to buled things.,PHONETIC FIX,4,0,0,zara→sara (PHONETIC) | draw→dlaw (PHONETIC) | faiz→faiza (PHONETIC) | build→buled (PHONETIC)
grade1_profile28391_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to dadra. This is Faiz. He loves to build thangs.,PHONETIC FIX,3,0,0,loves→love (PHONETIC) | draw→dadra (PHONETIC) | things→thangs (PHONETIC)
grade1_profile31284_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draaa. This is Faiz. He laves to builduh things.,PHONETIC FIX,3,0,0,draw→draaa (PHONETIC) | loves→laves (PHONETIC) | build→builduh (PHONETIC)
grade1_profile30665_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Ths is Zaraa. She loves to draa. This is Faiz. He loves to build things.,PHONETIC FIX,3,0,0,this→ths (PHONETIC) | zara→zaraa (PHONETIC) | draw→draa (PHONETIC)
grade1_profile28421_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zaraaaa. She loves to draaa. This is Faiiiz. He loves to build things.,PHONETIC FIX,3,0,0,zara→zaraaaa (PHONETIC) | draw→draaa (PHONETIC) | faiz→faiiiz (PHONETIC)
grade1_profile28493_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She laave to draw. Ths is Faiz. He laave to build things.,PHONETIC FIX,3,0,0,loves→laave (PHONETIC) | this→ths (PHONETIC) | loves→laave (PHONETIC)
grade1_profile28385_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come oon. We can do it geth togethe,PHONETIC FIX,2,0,1,on→oon (PHONETIC) | together→togethe (PHONETIC)
grade1_profile28441_q2_LP_20251122_100201.mp3,It's locked. I can open it.,It's looked. I can awpen it.,PHONETIC FIX,2,0,0,locked→looked (PHONETIC) | open→awpen (PHONETIC)
grade1_profile28387_q2_LP_20251122_100201.mp3,It's locked. I can open it.,It'suh lockeduh. I can open it,PHONETIC FIX,2,0,0,it's→it'suh (PHONETIC) | locked→lockeduh (PHONETIC)
grade1_profile28350_q2_QK_20251122_100724.mp3,It's locked. I can open it.,It's lock. I can openeet,PHONETIC FIX,2,1,0,locked→lock (PHONETIC) | open→openeet (PHONETIC)
grade1_profile28364_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She laaves to draw. This is Faiz. He loves to baild things.,PHONETIC FIX,2,0,0,loves→laaves (PHONETIC) | build→baild (PHONETIC)
grade1_profile30596_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She laves to dra. This is Faiz. He loves to build things.,PHONETIC FIX,2,0,0,loves→laves (PHONETIC) | draw→dra (PHONETIC)
grade1_profile28350_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to drow. This is Faiz. He loves to bil things.,PHONETIC FIX,2,0,0,draw→drow (PHONETIC) | build→bil (PHONETIC)
grade1_profile28465_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Fayez. He loves to built things.,PHONETIC FIX,2,0,0,faiz→fayez (PHONETIC) | build→built (PHONETIC)
grade1_profile28471_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Fayez. He loves to build things.,PHONETIC FIX,2,0,0,loves→love (PHONETIC) | faiz→fayez (PHONETIC)
grade1_profile28514_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zaraaa. She lauves to draw. This is Faiz. He loves to build things.,PHONETIC FIX,2,0,0,zara→zaraaa (PHONETIC) | loves→lauves (PHONETIC)
grade1_profile28402_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiza. He loves to build things.,PHONETIC FIX,2,0,0,loves→love (PHONETIC) | faiz→faiza (PHONETIC)
grade1_profile28451_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on. We can do it togeth,PHONETIC FIX,1,0,0,together→togeth (PHONETIC)
grade1_profile31192_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on We can do it togedel.,PHONETIC FIX,1,0,0,together→togedel (PHONETIC)
grade1_profile28362_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. We can do it twodogether,PHONETIC FIX,1,0,0,together→twodogether (PHONETIC)
grade1_profile28387_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on. We can do it togather.,PHONETIC FIX,1,0,0,together→togather (PHONETIC)
grade1_profile28519_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. We can do it togader.,PHONETIC FIX,1,0,0,together→togader (PHONETIC)
grade1_profile28519_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on. We can do it togather.,PHONETIC FIX,1,0,0,together→togather (PHONETIC)
grade1_profile28475_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on. We can do it togather.,PHONETIC FIX,1,0,0,together→togather (PHONETIC)
grade1_profile28512_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. We can do it togaatherr.,PHONETIC FIX,1,0,0,together→togaatherr (PHONETIC)
grade1_profile28474_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. We can do it togather.,PHONETIC FIX,1,0,0,together→togather (PHONETIC)
grade1_profile30665_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on. We can do it togather.,PHONETIC FIX,1,0,0,together→togather (PHONETIC)
grade1_profile28423_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. We can do it togather.,PHONETIC FIX,1,0,0,together→togather (PHONETIC)
grade1_profile28344_q2_QK_20251122_100724.mp3,It's locked. I can open it.,It's looked. I can open it.,PHONETIC FIX,1,0,0,locked→looked (PHONETIC)
grade1_profile30822_q2_LP_20251122_100201.mp3,It's locked. I can open it.,It's loocked. I can open it.,PHONETIC FIX,1,0,0,locked→loocked (PHONETIC)
grade1_profile31204_q2_QK_20251122_100724.mp3,It's locked. I can open it.,It's loked. I can open it.,PHONETIC FIX,1,0,0,locked→loked (PHONETIC)
grade1_profile28369_q2_LP_20251122_100201.mp3,It's locked. I can open it.,It's laacked.,PHONETIC FIX,1,4,0,locked→laacked (PHONETIC)
grade1_profile30684_q2_LP_20251122_100201.mp3,It's locked. I can open it.,It's loked. I can open it.,PHONETIC FIX,1,0,0,locked→loked (PHONETIC)
grade1_profile31293_q2_LP_20251122_100201.mp3,It's locked. I can open it.,It's lock. I can open it.,PHONETIC FIX,1,0,0,locked→lock (PHONETIC)
grade1_profile28465_q2_LP_20251122_100201.mp3,It's locked. I can open it.,It's lock. I can open it.,PHONETIC FIX,1,0,0,locked→lock (PHONETIC)
grade1_profile28390_q2_LP_20251122_100201.mp3,It's locked. I can open it.,It's locked. I can awpen it.,PHONETIC FIX,1,0,0,open→awpen (PHONETIC)
grade1_profile28401_q2_LP_20251122_100201.mp3,It's locked. I can open it.,It's loked. I can open it.,PHONETIC FIX,1,0,0,locked→loked (PHONETIC)
grade1_profile30482_q2_QK_20251122_100724.mp3,It's locked. I can open it.,It's looked. I can open it.,PHONETIC FIX,1,0,0,locked→looked (PHONETIC)
grade1_profile28382_q2_QK_20251122_100724.mp3,It's locked. I can open it.,It's a lock. I can open it.,PHONETIC FIX,1,0,1,locked→lock (PHONETIC)
grade1_profile31203_q2_QK_20251122_100724.mp3,It's locked. I can open it.,It's laacked. I can open it.,PHONETIC FIX,1,0,0,locked→laacked (PHONETIC)
grade1_profile28514_q2_QK_20251122_100724.mp3,It's locked. I can open it.,It's locked. I can awpen it.,PHONETIC FIX,1,0,0,open→awpen (PHONETIC)
grade1_profile31184_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to building things.,PHONETIC FIX,1,0,0,build→building (PHONETIC)
grade1_profile30684_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to bwuild things.,PHONETIC FIX,1,0,0,build→bwuild (PHONETIC)
grade1_profile28381_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draa. This is a Faiz. He loves to build things.,PHONETIC FIX,1,0,1,draw→draa (PHONETIC)
grade1_profile28519_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. ShHe loves to build things.,PHONETIC FIX,1,0,0,he→shhe (PHONETIC)
grade1_profile28450_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faaiz. He loves to build things.,PHONETIC FIX,1,0,0,faiz→faaiz (PHONETIC)
grade1_profile30823_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draaw. This is Faiz. He loves to build things.,PHONETIC FIX,1,0,0,draw→draaw (PHONETIC)
grade1_profile28512_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to bwild things.,PHONETIC FIX,1,0,0,build→bwild (PHONETIC)
grade1_profile28395_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draa. This is Faiz. He loves to build things.,PHONETIC FIX,1,0,0,draw→draa (PHONETIC)
grade1_profile31204_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to bwild things.,PHONETIC FIX,1,0,0,build→bwild (PHONETIC)
grade1_profile30589_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,on. We can do it together.,PHONETIC FIX,0,1,0,
grade1_profile28388_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw.,PHONETIC FIX,0,8,0,
grade1_profile31206_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Comeh ohn. We can do eet twogatha,REVIEW,4,0,0,come→comeh (PHONETIC) | on→ohn (PHONETIC) | it→eet (REVIEW) | together→twogatha (PHONETIC)
grade1_profile30630_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come onnnn. We cannn do itt togather.,REVIEW,4,0,0,on→onnnn (REVIEW) | can→cannn (PHONETIC) | it→itt (PHONETIC) | together→togather (PHONETIC)
grade1_profile31206_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She laveuh to draa. This is Faiz. He laveuh to builduh things.,REVIEW,4,0,0,loves→laveuh (REVIEW) | draw→draa (PHONETIC) | loves→laveuh (REVIEW) | build→builduh (PHONETIC)
grade1_profile28376_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come aan. Do et togather,REVIEW,3,2,0,on→aan (REVIEW) | it→et (REVIEW) | together→togather (PHONETIC)
grade1_profile30575_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,"Come awn. We can do et togather,",REVIEW,3,0,0,on→awn (REVIEW) | it→et (REVIEW) | together→togather (PHONETIC)
grade1_profile28382_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come oon. We can do eet togather.,REVIEW,3,0,0,on→oon (PHONETIC) | it→eet (REVIEW) | together→togather (PHONETIC)
grade1_profile30665_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,On. Come on. We can do eet dogeder,REVIEW,2,0,1,it→eet (REVIEW) | together→dogeder (PHONETIC)
grade1_profile31284_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. We can do eet twogether.,REVIEW,2,0,0,it→eet (REVIEW) | together→twogether (PHONETIC)
grade1_profile28395_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on. We can do eet togader,REVIEW,2,0,0,it→eet (REVIEW) | together→togader (PHONETIC)
grade1_profile28352_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. We can do eet togather.,REVIEW,2,0,0,it→eet (REVIEW) | together→togather (PHONETIC)
grade1_profile31184_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faaa. He loves to bubbles things.,REVIEW,2,0,0,faiz→faaa (REVIEW) | build→bubbles (REVIEW)
grade1_profile30569_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on. We can do eet together.,REVIEW,1,0,0,it→eet (REVIEW)
grade1_profile28389_q2_LP_20251122_100201.mp3,It's locked. I can open it.,It's locked. I can open eet.,REVIEW,1,0,0,it→eet (REVIEW)
grade1_profile31284_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to buyend things.,REVIEW,1,0,0,build→buyend (REVIEW)
