audio_file_name,reference,current_transcription,priority,n_substitutions,n_deletions,n_insertions,substitution_details
grade1_profile28399_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Its lock i can open,PHONETIC FIX,2,1,0,it's→its (PHONETIC) | locked→lock (PHONETIC)
grade1_profile28369_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Its lock i can open it,PHONETIC FIX,2,0,0,it's→its (PHONETIC) | locked→lock (PHONETIC)
grade1_profile30490_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Its looked i can open it,PHONETIC FIX,2,0,0,it's→its (PHONETIC) | locked→looked (PHONETIC)
grade1_profile28401_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Its lowked i can open it,PHONETIC FIX,2,0,0,it's→its (PHONETIC) | locked→lowked (PHONETIC)
grade1_profile30822_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Its locked i can awpen it,PHONETIC FIX,2,0,0,it's→its (PHONETIC) | open→awpen (PHONETIC)
grade1_profile28463_q2_QK_20251122_100724.mp3,It's locked. I can open it.,It look i can open it,PHONETIC FIX,2,0,0,it's→it (PHONETIC) | locked→look (PHONETIC)
grade1_profile28359_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Sara she loves to draa this is Faiz he loves to build things,PHONETIC FIX,2,0,0,zara→sara (PHONETIC) | draw→draa (PHONETIC)
grade1_profile28349_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara she love to draw this is Faiz he love to build things,PHONETIC FIX,2,0,0,loves→love (PHONETIC) | loves→love (PHONETIC)
grade1_profile30586_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara this is zara she love to draw she love to draw this is Faiz this is faiz he love to build things he love to bliz things,PHONETIC FIX,2,0,15,loves→love (PHONETIC) | loves→love (PHONETIC)
grade1_profile28516_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Its lock. I can open it,PHONETIC FIX,2,0,0,it's→its (PHONETIC) | locked→lock (PHONETIC)
grade1_profile28425_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Its lock. I can open it,PHONETIC FIX,2,0,0,it's→its (PHONETIC) | locked→lock (PHONETIC)
grade1_profile28417_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Com on. We cen do it together.,PHONETIC FIX,2,0,0,come→com (PHONETIC) | can→cen (PHONETIC)
grade1_profile30544_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to to draw. This is Faiz. He love to build things.,PHONETIC FIX,2,0,1,loves→love (PHONETIC) | loves→love (PHONETIC)
grade1_profile30581_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,These is Zara. She loves to draw. These is Faiz. He loves to build things.,PHONETIC FIX,2,0,0,this→these (PHONETIC) | this→these (PHONETIC)
grade1_profile28448_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw. This is Faiz. He love to build things.,PHONETIC FIX,2,0,0,loves→love (PHONETIC) | loves→love (PHONETIC)
grade1_profile30823_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on we can do it two gethe,PHONETIC FIX,1,0,1,together→gethe (PHONETIC)
grade1_profile28446_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on we can do it two gether,PHONETIC FIX,1,0,1,together→gether (PHONETIC)
grade1_profile28456_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on we can do it too gether,PHONETIC FIX,1,0,1,together→gether (PHONETIC)
grade1_profile28392_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She love to draw.,PHONETIC FIX,1,8,0,loves→love (PHONETIC)
grade1_profile28518_q2_LP_20251122_100201.mp3,It's locked. I can open it.,It's lock. I can open it.,PHONETIC FIX,1,0,0,locked→lock (PHONETIC)
grade1_profile30467_q2_QK_20251122_100724.mp3,It's locked. I can open it.,It's logged. I can open it.,PHONETIC FIX,1,0,0,locked→logged (PHONETIC)
grade1_profile28446_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build built thin.,PHONETIC FIX,1,0,1,things→thin (PHONETIC)
grade1_profile28355_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,On. We can do it gather.,PHONETIC FIX,1,1,0,together→gather (PHONETIC)
grade1_profile28391_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,We can do it do it to gather.,PHONETIC FIX,1,2,3,together→gather (PHONETIC)
grade1_profile31184_q2_QK_20251122_100724.mp3,It's locked. I can open it.,It's logged. I can open it.,PHONETIC FIX,1,0,0,locked→logged (PHONETIC)
grade1_profile31205_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Com on. We can do it together.,PHONETIC FIX,1,0,0,come→com (PHONETIC)
grade1_profile28347_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. We can do it togeth.,PHONETIC FIX,1,0,0,together→togeth (PHONETIC)
grade1_profile31361_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. We can do it to gather.,PHONETIC FIX,1,0,1,together→gather (PHONETIC)
grade1_profile30630_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He love to build things.,PHONETIC FIX,1,0,0,loves→love (PHONETIC)
grade1_profile28512_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to buld things.,PHONETIC FIX,1,0,0,build→buld (PHONETIC)
grade1_profile31184_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on we can do it to gather,PHONETIC FIX,1,0,1,together→gather (PHONETIC)
grade1_profile28376_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on we can do it to gather,PHONETIC FIX,1,0,1,together→gather (PHONETIC)
grade1_profile30630_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on we can do it to gather,PHONETIC FIX,1,0,1,together→gather (PHONETIC)
grade1_profile28347_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come own we can do it together,PHONETIC FIX,1,0,0,on→own (PHONETIC)
grade1_profile28443_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Its locked i can open it,PHONETIC FIX,1,0,0,it's→its (PHONETIC)
grade1_profile28428_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Its locked i can open it,PHONETIC FIX,1,0,0,it's→its (PHONETIC)
grade1_profile30586_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Its locked its locked i can open it i can open it,PHONETIC FIX,1,0,6,it's→its (PHONETIC)
grade1_profile28423_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Its locked i can open it,PHONETIC FIX,1,0,0,it's→its (PHONETIC)
grade1_profile28457_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Its locked i can open it,PHONETIC FIX,1,0,0,it's→its (PHONETIC)
grade1_profile28398_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara she loves to draw this is Faiz he loves to buld things,PHONETIC FIX,1,0,0,build→buld (PHONETIC)
grade1_profile30626_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara she loves to drow this is Faiz he loves to build things,PHONETIC FIX,1,0,0,draw→drow (PHONETIC)
grade1_profile28519_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. We can do it too gether.,PHONETIC FIX,1,0,1,together→gether (PHONETIC)
grade1_profile28362_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Its locked. I can open it.,PHONETIC FIX,1,0,0,it's→its (PHONETIC)
grade1_profile28401_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Its locked. I can open it.,PHONETIC FIX,1,0,0,it's→its (PHONETIC)
grade1_profile28471_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He love to build things.,PHONETIC FIX,1,0,0,loves→love (PHONETIC)
grade1_profile30482_q2_QK_20251122_100724.mp3,It's locked. I can open it.,It's look. I can open.,PHONETIC FIX,1,1,0,locked→look (PHONETIC)
grade1_profile30695_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Is locked. I can open it.,PHONETIC FIX,1,0,0,it's→is (PHONETIC)
grade1_profile28417_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on. We can do it it the gether.,PHONETIC FIX,1,0,2,together→gether (PHONETIC)
grade1_profile28473_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on on. We can do it two gether.,PHONETIC FIX,1,0,2,together→gether (PHONETIC)
grade1_profile28352_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. He loves to build this.,PHONETIC FIX,1,0,0,things→this (PHONETIC)
grade1_profile28518_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. We can do it too gether.,PHONETIC FIX,1,0,1,together→gether (PHONETIC)
grade1_profile28429_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. We can do it uh too gether.,PHONETIC FIX,1,0,2,together→gether (PHONETIC)
grade1_profile28448_q2_LP_20251122_100201.mp3,It's locked. I can open it.,It's lock. I can open it.,PHONETIC FIX,1,0,0,locked→lock (PHONETIC)
grade1_profile31206_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz. She loves to build things.,PHONETIC FIX,1,0,0,he→she (PHONETIC)
grade1_profile28371_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on Come on on Come on on we can do it gather,PHONETIC FIX,1,0,6,together→gather (PHONETIC)
grade1_profile28350_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Is locked. I can open it.,PHONETIC FIX,1,0,0,it's→is (PHONETIC)
grade1_profile28395_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,We can.,PHONETIC FIX,0,5,0,
grade1_profile28429_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is mmm Faiz. He loves to bib build things.,PHONETIC FIX,0,0,2,
grade1_profile31203_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to draw. This is Faiz Fay Faiz. He loves to build things.,PHONETIC FIX,0,0,2,
grade1_profile28518_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on we can two do it together,PHONETIC FIX,0,0,1,
grade1_profile28498_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Fai this is a Zara. This is a Zara. She loves to draw. This is a Faiz. He loves to build things.,PHONETIC FIX,0,0,9,
grade1_profile30586_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,On. Come on. We can do it together. We can. To eat. to eat. together. together,PHONETIC FIX,0,0,9,
grade1_profile28391_q2_QK_20251122_100724.mp3,It's locked. I can open it.,I can open it mumma,PHONETIC FIX,0,2,1,
grade1_profile31192_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Is lock I can awpen ick,REVIEW,4,0,0,it's→is (PHONETIC) | locked→lock (PHONETIC) | open→awpen (PHONETIC) | it→ick (REVIEW)
grade1_profile28475_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,He's is Zara. She love to dawr draw. This is Faiz. He love to built things.,REVIEW,4,0,1,this→he's (REVIEW) | loves→love (PHONETIC) | loves→love (PHONETIC) | build→built (PHONETIC)
grade1_profile28395_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Eats lock i can open eat,REVIEW,3,0,0,it's→eats (REVIEW) | locked→lock (PHONETIC) | it→eat (REVIEW)
grade1_profile28385_q3_QK_20251122_101834.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,Its this is Zara. She loves to draw. The is Faiz. Hell he's love to build things.,REVIEW,3,0,2,this→the (REVIEW) | he→he's (PHONETIC) | loves→love (PHONETIC)
grade1_profile28463_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Is lock. I can open did.,REVIEW,3,0,0,it's→is (PHONETIC) | locked→lock (PHONETIC) | it→did (REVIEW)
